,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,8,c5n.18xlarge/8,31.104,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,29.572833024
1,c5.24xlarge,8,c5.24xlarge/8,32.64,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,31.08283264
12,z1d.12xlarge,8,z1d.12xlarge/8,35.712,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,34.008275712
0,m5.24xlarge,8,m5.24xlarge/8,36.864,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,35.105316864
7,c5d.24xlarge,8,c5d.24xlarge/8,36.864,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,35.105316864
13,i3.16xlarge,8,i3.16xlarge/8,39.936,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,38.030759936
6,m5d.24xlarge,8,m5d.24xlarge/8,43.392,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,41.321883392
11,m5n.24xlarge,8,m5n.24xlarge/8,45.696,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,43.446507776
8,r5.24xlarge,8,r5.24xlarge/8,48.384,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,46.075728384
10,m5dn.24xlarge,8,m5dn.24xlarge/8,52.224,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,49.653151744
3,r5d.24xlarge,8,r5d.24xlarge/8,55.296,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,52.657975296
2,r5n.24xlarge,8,r5n.24xlarge/8,57.216,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,54.399408896
14,r5dn.24xlarge,8,r5dn.24xlarge/8,64.128,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,60.971149568
4,i3en.24xlarge,8,i3en.24xlarge/8,86.784,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,1.824,3422.7816,3420.0,3,0.0,1.1400000000000001,82.511855104
9,x1e.32xlarge,8,x1e.32xlarge/8,213.504,0.0,2.0,0.0,0.0,20.0,0.0,0.0,42.0,0.0,0.0,40,2.0,0.0,2.0,0.0,20,2,3420.0,0.9576,0.0,0.0,7.296,3428.2536,3420.0,3,0.0,1.1400000000000001,203.318293504
