,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,14,c5n.18xlarge/14,54.432,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,32.684728608
1,c5.24xlarge,14,c5.24xlarge/14,57.12,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,34.35156816
12,z1d.12xlarge,14,z1d.12xlarge/14,62.496,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,37.584656928
0,m5.24xlarge,14,m5.24xlarge/14,64.512,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,38.797065216
7,c5d.24xlarge,14,c5d.24xlarge/14,64.512,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,38.797065216
13,i3.16xlarge,14,i3.16xlarge/14,69.888,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,42.030153984
6,m5d.24xlarge,14,m5d.24xlarge/14,75.936,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,45.667378848
11,m5n.24xlarge,14,m5n.24xlarge/14,79.968,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,48.018304992
8,r5.24xlarge,14,r5.24xlarge/14,84.672,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,50.921148096
10,m5dn.24xlarge,14,m5dn.24xlarge/14,91.392,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,54.878062848
3,r5d.24xlarge,14,r5d.24xlarge/14,96.768,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,58.195597824
2,r5n.24xlarge,14,r5n.24xlarge/14,100.128,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,60.123760032
14,r5dn.24xlarge,14,r5dn.24xlarge/14,112.224,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,67.387033056
4,i3en.24xlarge,14,i3en.24xlarge/14,151.872,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,1.1088,2161.6884,2160.0,3,0.0,1.2600000000000002,91.194427968
9,x1e.32xlarge,14,x1e.32xlarge/14,373.632,0.0,1,0,0,11.0,0.0,0.0,23.0,0.0,0.0,22,1,0,1,0,11,1,2160.0,0.5796,0.0,0.0,4.4352,2165.0148,2160.0,3,0.0,1.2600000000000002,224.699669376
