,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,26,c5n.18xlarge/26,101.088,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,38.9111687996
1,c5.24xlarge,26,c5.24xlarge/26,106.08,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,40.8963559995
12,z1d.12xlarge,26,z1d.12xlarge/26,116.064,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,44.7454247995
0,m5.24xlarge,26,m5.24xlarge/26,119.808,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,46.1888255995
7,c5d.24xlarge,26,c5d.24xlarge/26,119.808,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,46.1888255995
13,i3.16xlarge,26,i3.16xlarge/26,129.792,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,50.0378943994
6,m5d.24xlarge,26,m5d.24xlarge/26,141.024,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,54.3680967994
11,m5n.24xlarge,26,m5n.24xlarge/26,148.512,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,57.1657911994
8,r5.24xlarge,26,r5.24xlarge/26,157.248,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,60.6228335993
10,m5dn.24xlarge,26,m5dn.24xlarge/26,169.728,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,65.3323327993
3,r5d.24xlarge,26,r5d.24xlarge/26,179.712,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,69.2832383992
2,r5n.24xlarge,26,r5n.24xlarge/26,185.952,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,71.5773351992
14,r5dn.24xlarge,26,r5dn.24xlarge/26,208.416,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,80.2242615991
4,i3en.24xlarge,26,i3en.24xlarge/26,282.048,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,0.72,1385.7253845999999,1384.6153846,3,0.0,1.5000000000000004,108.5669647988
9,x1e.32xlarge,26,x1e.32xlarge/26,693.888,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1384.6153846,0.39,0.0,0.0,2.88,1387.8853846,1384.6153846,3,0.0,1.5000000000000004,267.510281597
