,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,28,c5n.18xlarge/28,108.864,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,39.951261504
1,c5.24xlarge,28,c5.24xlarge/28,114.24,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,41.9945351467
12,z1d.12xlarge,28,z1d.12xlarge/28,124.992,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,45.946961984
0,m5.24xlarge,28,m5.24xlarge/28,129.024,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,47.429122048
7,c5d.24xlarge,28,c5d.24xlarge/28,129.024,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,47.429122048
13,i3.16xlarge,28,i3.16xlarge/28,139.776,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,51.3815488853
6,m5d.24xlarge,28,m5d.24xlarge/28,151.872,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,55.8280290773
11,m5n.24xlarge,28,m5n.24xlarge/28,159.936,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,58.6938286293
8,r5.24xlarge,28,r5.24xlarge/28,169.344,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,62.250722688
10,m5dn.24xlarge,28,m5dn.24xlarge/28,182.784,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,67.0786612907
3,r5d.24xlarge,28,r5d.24xlarge/28,193.536,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,71.143683072
2,r5n.24xlarge,28,r5n.24xlarge/28,200.256,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,73.4905921493
14,r5dn.24xlarge,28,r5dn.24xlarge/28,224.448,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,82.3686502613
4,i3en.24xlarge,28,i3en.24xlarge/28,303.744,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,0.7392,1321.1396,1320.0,3,0.0,1.5400000000000005,111.4689518507
9,x1e.32xlarge,28,x1e.32xlarge/28,747.264,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1320.0,0.4004,0.0,0.0,2.9568,1323.3572,1320.0,3,0.0,1.5400000000000005,274.6936651947
