,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,9,c5n.18xlarge/9,34.992,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,30.0920054397
1,c5.24xlarge,9,c5.24xlarge/9,36.72,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,31.6291446397
12,z1d.12xlarge,9,z1d.12xlarge/9,40.176,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,34.6060053116
0,m5.24xlarge,9,m5.24xlarge/9,41.472,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,35.7223280636
7,c5d.24xlarge,9,c5d.24xlarge/9,41.472,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,35.7223280636
13,i3.16xlarge,9,i3.16xlarge/9,44.928,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,38.6991887356
6,m5d.24xlarge,9,m5d.24xlarge/9,48.816,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,42.0481569915
11,m5n.24xlarge,9,m5n.24xlarge/9,51.408,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,44.2092425595
8,r5.24xlarge,9,r5.24xlarge/9,54.432,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,46.8855555835
10,m5dn.24xlarge,9,m5dn.24xlarge/9,58.752,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,50.5248486395
3,r5d.24xlarge,9,r5d.24xlarge/9,62.208,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,53.5834920954
2,r5n.24xlarge,9,r5n.24xlarge/9,64.368,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,55.3544297594
14,r5dn.24xlarge,9,r5dn.24xlarge/9,72.144,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,62.0415420793
4,i3en.24xlarge,9,i3en.24xlarge/9,97.632,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,1.6704,3095.8853333,3093.3333333,3,0.0,1.16,83.9604102391
9,x1e.32xlarge,9,x1e.32xlarge/9,240.192,0.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,0.0,0.0,36,2.0,0.0,2.0,0.0,18,2,3093.3333333,0.8816,0.0,0.0,6.6816,3100.8965333,3093.3333333,3,0.0,1.16,206.8918167018
