,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,30,c5n.18xlarge/30,116.64,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,40.98533904
1,c5.24xlarge,30,c5.24xlarge/30,122.4,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,43.0737704
12,z1d.12xlarge,30,z1d.12xlarge/30,133.92,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,47.12777232
0,m5.24xlarge,30,m5.24xlarge/30,138.24,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,48.64802304
7,c5d.24xlarge,30,c5d.24xlarge/30,138.24,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,48.64802304
13,i3.16xlarge,30,i3.16xlarge/30,149.76,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,52.70202496
6,m5d.24xlarge,30,m5d.24xlarge/30,162.72,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,57.26277712
11,m5n.24xlarge,30,m5n.24xlarge/30,171.36,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,60.21302896
8,r5.24xlarge,30,r5.24xlarge/30,181.44,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,63.85053024
10,m5dn.24xlarge,30,m5dn.24xlarge/30,195.84,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,68.81489024
3,r5d.24xlarge,30,r5d.24xlarge/30,207.36,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,72.97203456
2,r5n.24xlarge,30,r5n.24xlarge/30,214.56,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,75.39278416
14,r5dn.24xlarge,30,r5dn.24xlarge/30,240.48,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,84.50063728
4,i3en.24xlarge,30,i3en.24xlarge/30,325.44,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,0.632,1264.9796,1264.0,3,0.0,1.5800000000000005,114.35415584
9,x1e.32xlarge,30,x1e.32xlarge/30,800.64,0.0,1,0,0,5.0,0.0,0.0,11.0,0.0,0.0,10,1,0,1,0,5,1,1264.0,0.3476,0.0,0.0,2.528,1266.8756,1264.0,3,0.0,1.5800000000000005,281.75313344
