,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,18,c5n.18xlarge/18,69.984,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,34.7614545606
1,c5.24xlarge,18,c5.24xlarge/18,73.44,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,36.5371153607
12,z1d.12xlarge,18,z1d.12xlarge/18,80.352,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,39.9759026887
0,m5.24xlarge,18,m5.24xlarge/18,82.944,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,41.2654479368
7,c5d.24xlarge,18,c5d.24xlarge/18,82.944,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,41.2654479368
13,i3.16xlarge,18,i3.16xlarge/18,89.856,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,44.7042352648
6,m5d.24xlarge,18,m5d.24xlarge/18,97.632,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,48.5728710089
11,m5n.24xlarge,18,m5n.24xlarge/18,102.816,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,51.069297441
8,r5.24xlarge,18,r5.24xlarge/18,108.864,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,54.160900417
10,m5dn.24xlarge,18,m5dn.24xlarge/18,117.504,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,58.3649113611
3,r5d.24xlarge,18,r5d.24xlarge/18,124.416,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,61.8981719052
2,r5n.24xlarge,18,r5n.24xlarge/18,128.736,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,63.9439102412
14,r5dn.24xlarge,18,r5dn.24xlarge/18,144.288,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,71.6686779213
4,i3en.24xlarge,18,i3en.24xlarge/18,195.264,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,0.9648,1788.1406666999999,1786.6666667,3,0.0,1.34,96.9887497618
9,x1e.32xlarge,18,x1e.32xlarge/18,480.384,0.0,1,0,0,9.0,0.0,0.0,19.0,0.0,0.0,18,1,0,1,0,9,1,1786.6666667,0.5092,0.0,0.0,3.8592,1791.0350667,1786.6666667,3,0.0,1.34,238.9957193004
