,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,23,c5n.18xlarge/23,89.424,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,37.3555618572
1,c5.24xlarge,23,c5.24xlarge/23,93.84,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,39.2633414412
12,z1d.12xlarge,23,z1d.12xlarge/23,102.672,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,42.9587147534
0,m5.24xlarge,23,m5.24xlarge/23,105.984,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,44.3444797454
7,c5d.24xlarge,23,c5d.24xlarge/23,105.984,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,44.3444797454
13,i3.16xlarge,23,i3.16xlarge/23,114.816,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,48.0398530575
6,m5d.24xlarge,23,m5d.24xlarge/23,124.752,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,52.1971480337
11,m5n.24xlarge,23,m5n.24xlarge/23,131.376,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,54.8803933457
8,r5.24xlarge,23,r5.24xlarge/23,139.104,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,58.2021296658
10,m5dn.24xlarge,23,m5dn.24xlarge/23,150.144,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,62.720449538
3,r5d.24xlarge,23,r5d.24xlarge/23,158.976,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,66.5167196181
2,r5n.24xlarge,23,r5n.24xlarge/23,164.496,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,68.7157866262
14,r5dn.24xlarge,23,r5dn.24xlarge/23,184.368,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,77.0170225944
4,i3en.24xlarge,23,i3en.24xlarge/23,249.504,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,0.8064,1503.8470957,1502.6086957,3,0.0,1.4400000000000004,104.2266293793
9,x1e.32xlarge,23,x1e.32xlarge/23,613.824,0.0,1,0,0,7.0,0.0,0.0,15.0,0.0,0.0,14,1,0,1,0,7,1,1502.6086957,0.432,0.0,0.0,3.2256,1506.2662957,1502.6086957,3,0.0,1.4400000000000004,256.8284451922
