,id_name,count,id,cost_usdph,read_cache_load,read_cache_mem,read_cache_sto,read_cache_s3,read_spool_mem,read_spool_sto,read_spool_s3,rw_mem,rw_sto,rw_s3,rw_xchg,used_mem_caching,used_sto_caching,used_mem_spooling,used_sto_spooling,stat_read_spool,stat_read_work,time_cpu,time_mem,time_sto,time_s3,time_xchg,stat_time_sum,stat_time_max,used_cores,time_load,scale,stat_price_sum
5,c5n.18xlarge,25,c5n.18xlarge/25,97.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,38.3911704
1,c5.24xlarge,25,c5.24xlarge/25,102.0,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,40.3474146667
12,z1d.12xlarge,25,z1d.12xlarge/25,111.6,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,44.1448184
0,m5.24xlarge,25,m5.24xlarge/25,115.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,45.5688448
7,c5d.24xlarge,25,c5d.24xlarge/25,115.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,45.5688448
13,i3.16xlarge,25,i3.16xlarge/25,124.8,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,49.3662485333
6,m5d.24xlarge,25,m5d.24xlarge/25,135.6,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,53.6383277333
11,m5n.24xlarge,25,m5n.24xlarge/25,142.8,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,56.4018429333
8,r5.24xlarge,25,r5.24xlarge/25,151.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,59.8091088
10,m5dn.24xlarge,25,m5dn.24xlarge/25,163.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,64.4592490667
3,r5d.24xlarge,25,r5d.24xlarge/25,172.8,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,68.3532672
2,r5n.24xlarge,25,r5n.24xlarge/25,178.8,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,70.6207949333
14,r5dn.24xlarge,25,r5dn.24xlarge/25,200.4,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,79.1521661333
4,i3en.24xlarge,25,i3en.24xlarge/25,271.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,0.7104,1421.8952,1420.8,3,0.0,1.4800000000000004,107.1161050667
9,x1e.32xlarge,25,x1e.32xlarge/25,667.2,0.0,1,0,0,6.0,0.0,0.0,13.0,0.0,0.0,12,1,0,1,0,6,1,1420.8,0.3848,0.0,0.0,2.8416,1424.0264,1420.8,3,0.0,1.4800000000000004,263.9195594667
